Catalogue No.	Artist Name	Title	Object Type	Transaction
F-A2015	"ROSA, SALVATOR (Italian)"	"Seize Tableaux, par différens bons maîtres, qui seront détaillés sous ce numéro ; savoir, un Paysage attribué à Locatelli ; un autre de Hans Jordans ; une Sainte-Famille de Blanchard ; deux Paysages ; une Marche de soldats, par Loutherbourg ; un Paysage de Bourdon ; une Madeleine de Benedette Lotti ; une Tête de femme de l'école de Rembrant ; un Paysage dans le genre des Carraches ; un Paysage dans la manière de Salvator Rosa ; un Vieillard de l'école de Scalken ; un Paysage de Monperché ; et l'Amour ramoneur, par C. Coypel. (Sous ce n° : Un Paysage)"	Peinture	Inconnue
F-A2016	"BOURDON, SÉBASTIEN (French)"	"Un sujet de Sainte Famille, joli tableau, par Sébastien Bourdon."	Peinture	Inconnue
F-A2017	BRAND BRANDT (Unknown)	"Deux Paysages avec rivière, mêlés de Fabriques, par    Brandt, Allemand. Haut. 10 pouces, larg. 14 pouces. T."	Peinture	Inconnue
F-A2017	"GOYEN, JAN JOSEPHSZ. VAN (Dutch)"	"Un joli Tableau, paysage mêlé de haies & brousailles, par      J. Van Goyen. Haut. 9 p. larg. 13 p. C."	Peinture	Inconnue
F-A2017	"MICHAU, THEOBALD (Flemish)"	"Deux Tableaux du meilleur faire de     Thobalde Michau, offrant des vues de ports de mer, & paysages avec quantité de figures, sur différens plans. Haut. 22 p. larg. 27. C."	Peinture	Inconnue
F-A2017	"PIERRE, JEAN-BAPTISTE MARIE (French)"	"Un Tableau de forme ovale en travers, & des plus gracieux de J. B. Marie       Pierre, offrant une composition de six figures, sujet de fable ; ce morceau du plus beau pinceau, provient de la belle vente faite après le décès de M. de Marigny. Haut. 31 pouces, larg. 43 pouces. T."	Peinture	Inconnue
F-A2017	"POL, CHRISTIAEN VAN (Dutch)"	"Un autre Tableau, fruits & fleurs, par le même artiste."	Peinture	Inconnue
F-A2017	SAFTLEVEN (Dutch)	"Un petit Tableau, sujet de deux figures, par   Zaeleven, représentant une Mère qui allaite son enfant. Haut. 5 pouces, larg. 4 p. B."	Peinture	Inconnue
F-A2017	"TENIERS, DAVID THE YOUNGER (Flemish)"	"Un Tableau du meilleur temps de        David Tenière, représentant une composition de quatre figures de Paysans dans une tabagie, dont celle principale offre un Vieillard, vu de face & debout, qui tient d'une main son chapeau, de l'autre un bâton. Haut. 12 p. larg. 8 p. B."	Peinture	Inconnue
F-A2018	ANONYMOUS (Unknown)	"Dans un paysage, sont deux Bacchantes & un Satyre. Ce morceau est peint à gouache, & d'un joli ton de couleur. [Dessins montés]"	Dessin	Inconnue
F-A2018	"CHARDIN, JEAN BAPTISTE SIMÉON (French)"	"Son portrait peint par lui-même, en bonnet de nuit, et portant lunette ; ce portrait est d'une touche savante, d'une couleur fraiche et d'une vérité étonnante. (Pendant du lot no.301.)"	Dessin	Inconnue
F-A2018	"CLÉRISSEAU, CHARLES LOUIS (French)"	"Deux Gouaches sous verre, l'une représente l'arc de Constantin orné de bas reliefs, l'autre les ruines du temple de la concorde à Rome, avec plusieurs figures faites avec esprit."	Dessin	Inconnue
F-A2018	"GRIMOU, ALEXIS (Swiss)"	"L'autre représente le buste d'une jolie brune costumée à l'espagnole, avec une canne à la main. Ces deux tableaux sont d'un ton de couleur chaud et savant, la touche en est ferme et vigoureuse, et d'un effet de lumiere agréable. (Pendant du lot no.315.)"	Dessin	Inconnue
F-A2018	"NEW LE NOIR, SIMON BERNARD (French)"	"Une jolie tête de femme peinte agréablement, vue un peu plus que profil."	Dessin	Inconnue
F-A2018	"WATTEAU, FRANÇOIS-LOUIS-JOSEPH (French)"	"Un autre dessin faisant pendant, représentant l'automne ; même maître [M. Watteau, fils]. [Dessins montés] (Pendant du lot no.327.)"	Dessin	Inconnue
F-A2018	"ALBANI, FRANCESCO (Italian)"	"Une petite tête de femme, peinte agréablement, & d'une couleur fine & précieuse."	Peinture	Inconnue
F-A2018	ANONYMOUS (Unknown)	"Une tête d'un jeune garçon avec les cheveux plats et bruns, le cou de la chemise défait, vêtu d'une veste croisée grise."	Peinture	Inconnue
F-A2018	ANONYMOUS (Unknown)	"Deux tableaux ovales, et faisant pendans ; l'un représente le portrait d'une jolie femme blonde, devant un autel, faisant une offrande, et tenant un panier de fleurs, peintes par M. Van-Espandonck ; l'autre tableau est peint par un autre maître, et représente le portrait d'une jolie femme brune, appuyée sur un piédestal, tenant d'une main une couronne de fleurs ; elle est d'un costume élegant. (Sous ce no. : Le portrait d'une jolie femme brune, appuyée sur un piédestal ; lot 279[a] par Rabillon et G. Spaendonck)"	Peinture	Inconnue
F-A2018	"BACHELIER, JEAN-JACQUES (French)"	"Sur une table de marbre on y voit une perdrix grise et une autre rouge, une poire à poudre et une gibeciere. Ce tableau est bien peint, et la nature est rendue à faire illusion."	Peinture	Inconnue
F-A2018	"BRIL, PAUL (Flemish)"	Un Paysage où l'on voit des rochers et sur le devant une piece d'eau et deux hommes avec des chevres. Ce tableau offre des belles horreurs et des précipices qui sont parfaitement biens rendus ; on l'attribue à Paul Bril.	Peinture	Inconnue
F-A2018	"CHARDIN, JEAN BAPTISTE SIMÉON (French)"	"L'autre représente une table avec un déjeuner dessus : on y voit une brioche sur une assiette de fayance, un sucrier, deux pêches, un biscuit, masse-pains, cerises et une petite carafe de cristal avec un bouchon doré, même grandeur que le précédent. (Pendant du lot no.222.)"	Peinture	Inconnue
F-A2018	DUTCH (Dutch)	"Deux tableaux agréables et d'une jolie couleur ; dans l'un, on voit une jeune femme portant un enfant sur son bras, elle lui fait envie d'une poire, à son côté sont plusieurs ustensiles de ménage qu'on voit dans la chambre. L'autre représente une jolie femme, gracieuse, debout. Son habillement a un air dégagé, elle tient d'une main son jupon, à son côté est un jeune garçon assis, qui mange du lait. Ces deux morceaux sont d'une touche précieuse, d'une couleur claire et argentine."	Peinture	Inconnue
F-A2018	GERMAN (German)	"L'entrée de Saül & du jeune David portant la tête de Goliath d'une main, & le sabre de l'autre : des hommes portent l'armure de Goliath en triomphe ; quantité de figures, bien disposées, enrichissent ce tableau qui est traité d'un grand style. Hauteur, 33 pouces ; largeur, 45 pouces 6 lignes. B[ois]. Ce tableau est de l'école allemande."	Peinture	Inconnue
F-A2018	"GIORDANO, LUCA (Italian)"	"Esquisse terminée d'un plafond représentant la religion qui offre l'église à Jesus-Christ ; le pere éternel paroît dans le haut, & plus bas, par côté, sont les peres de l'église, des anges, des saints, des saintes augmentent la richesse de cette composition. Ce tableau est de la plus grande conséquence, le ton de couleur est clair & argentin, les grouppes sont heureusement contrastés, l'harmonie qui regne dans ce charmant morceau prouve que l'artiste étoit capable de faire de grandes choses."	Peinture	Inconnue
F-A2018	"GIORDANO, LUCA (Italian)"	"Ce tableau représente Rebecca & le serviteur d'Abraham. La maniere large, une couleur vigoureuse & un dessin correct caractérisent la beauté de ce morceau de peinture qui est attribué à Luc Jordans."	Peinture	Inconnue
F-A2018	GIORGIONE GIORGIO DA CASTELFRANCO (Italian)	"Deux tableaux faisant pendans. L'un représente l'adoration des Rois, dans un paysage agréable & orné d'un grand nombre de figures. L'autre, le Sauveur qui porte sa croix allant au jardin des olives, quantité de soldats de bourreaux & nombre de figures enrichissent cette composition. Ces tableaux sont du nombre de deux qui méritent des éloges."	Peinture	Inconnue
F-A2018	ITALIAN (Italian)	La Charité romaine. Ce tableau est d'une composition simple & pathétique.	Peinture	Inconnue
F-A2018	"LAFOSSE, CHARLES DE (French)"	"Deux jolis Pendants : l'un représente un paysage, et sur le premier plan on voit Diane alongée, caressant un chien ; plus loin, est un petit amour qui en conduit deux autres. (Pendant du lot no.164a.)"	Peinture	Inconnue
F-A2018	"LAFOSSE, CHARLES DE (French)"	"Suzanne et les Vieillards. Ce tableau est, on ne peut mieux composé ; et Suzanne est dans une attitude agréable. Ce tableau, d'un grand caractere, est aussi d'une bonne couleur et d'une belle exécution : on l'attribue à La Fosse. J'ose assurer que c'est sans contredit un des meilleurs, s'il est de ce maître."	Peinture	Inconnue
F-A2018	"LE PRINCE, JEAN BAPTISTE (French)"	"Dans un paysage, on y voit des rochers où sont assises deux jeunes femmes endormies avec un Turc ; elle sont dans des postures aisées. Ce tableau bien composé et d'une couleur fraiche et agréable a d'hauteur 9 pouces, largeur 9 pouces 6 lignes."	Peinture	Inconnue
F-A2018	"LOUTHERBOURG, PHILIP JAMES DE (British)"	Un paysage avec des rochers ; on y remarque une jeune & jolie villageoise accompagnée d'un enfant ; un ciel pur & serein termine la beauté de ce tableau.	Peinture	Inconnue
F-A2018	"MARATTI, CARLO (Italian)"	"La Sainte Vierge tenant l'enfant Jesus qu'elle couche sur la paille. Ce tableau est d'une couleur claire & agréable, & d'un effet piquant de lumiere."	Peinture	Inconnue
F-A2018	"MIERIS, WILLEM VAN (Dutch)"	"Le portrait d'un homme en buste, vu de trois quarts, coëffé d'un bonnet, de poil, vêtu d'une robe de chambre verte, et à son cou une cravate blanche."	Peinture	Inconnue
F-A2018	"MOOR, CAREL DE (Dutch)"	"Dans un beau paysage richement orné, on voit sur le premier plan, deux jeunes femmes peintes à mi-corps ; l'une verse du vin à un chasseur, suivi d'un chien levrier ; l'autre est occupée à boire. Ce grouppe est intéressant par les figures agréables, et par le costume éégant dont elles sont habillées. (Pendant du lot no.84a)"	Peinture	Inconnue
F-A2018	"NEW LUSURIER, CATHERINE (French)"	"Une sultanne pinçant de la guittare, assise sur des carraux d'étoffe, & à côté une table avec nn [sic] tapis cramoisi & une caraffe de cristal dessus, avec des fleurs dedans. Ce tableau est le portrait de madame de Pompadour, copié artistement pr Mlle. Luzurier, d'après Vanloo. (Copie par Cath. Lusurier d'après C.A. Vanloo)"	Peinture	Inconnue
F-A2018	"NEW LUSURIER, CATHERINE (French)"	"Un charmant tableau, représentant une jeune Demoiselle, allongée sur un lit garni de beaux coussins, et faisant voir son derriere ; dans le fond, on y voit une draperie rose et une autre bleue, des glands et des cordons en or. Ce tableau est d'une couleur fraiche et brillante, les accessoires font la richesse de ce joli morceau."	Peinture	Inconnue
F-A2018	"OLLIVIER, MICHEL BARTHÉLEMY (French)"	"L'autre représente une demoiselle de qualité touchant du clavecin, ayant auprès d'elle un enfant, & on y voit un seigneur espagnol attentif à lire la musique qu'elle exécute, & il prend le soin de tourner la feuille de son cahier. Ces deux tableaux sont peints dans le genre de Metzu ; la couleur en est fine & précieuse, & les draperies sont peintes avec soin."	Peinture	Inconnue
F-A2018	"POUSSIN, NICOLAS (French)"	Un paysage d'un beau ciel et d'un effet agréable. On y voit des enfans qui s'amusent avec un masque. On y remarque un pâtre qui trait une chevre. Ce tableau est d'une couleur savante et d'une touche large. Il est dans la maniere du Poussin.	Peinture	Inconnue
F-A2018	"SAINT-QUENTIN, JACQUES PHILIPPE JOSEPH DE (French)"	"Ce tableau représente un paysage ; on y voit sur le milieu du tableau une grande arche et dans le dessous une fontaine, on y remarque un Pâtre qui conduit des brebis et une chevre. Sur le devant, on y voit aussi un mulet avec un bât et deux paniers d'ozier, où sont dessus une jeune femme avec des enfants ; à côté est un homme qui conduit un cheval gris blanc. Ce tableau est d'un point de vue agréable et d'une couleur brillante."	Peinture	Inconnue
F-A2018	"SEGHERS, GERARD (Flemish)"	"Jupiter épris de la beauté de Ganymede, fils de Tros, Roi des Troyens, le transporte sous la forme d'un aigle, sur l'Olympe, où la jeune Hébé lui remet la coupe du nectar pour le servir lui-même aux Dieux ; dans l'éloignement on voit ces Dieux assis à un banquet. Ce tableau est copié par Seghers d'après Rubens. (Copie par G. Seghers d'après Rubens.)"	Peinture	Inconnue
F-A2018	"TENIERS, DAVID THE YOUNGER (Flemish)"	"Dans un Paysage, sur le premier plan, est un homme assis par terre qui défait son soulier. Ce tableau simple de composiion, est d'une vérité dans l'expression qui fait plaisir."	Peinture	Inconnue
F-A2018	"TROY, FRANÇOIS DE (French)"	"Bacchus et Ariane dans l'île de Naxos, accompagnés de l'amour, tenant des raisins. On y voit une chevre et une Bacchante portant aussi des raisins ; et dans une voûte formée par des rochers, on remarque plusieurs Satyres et Bacchantes. Ce tableau est d'une composition ingénieuse et d'une brillante couleur, et ne laisse rien à desirer dans son exécution. Il a été gravé par M. Voyes, l'aîné ; il sort du cabinet de M. Demery, chevalier de s. Louis."	Peinture	Inconnue
F-A2018	"WATTEAU, FRANÇOIS-LOUIS-JOSEPH (French)"	"Dans un paysage agréable, on y voit devant la porte d'une maison un bal composé de jeunes Demoiselles avec des Messieurs. On en remarque deux danser [sic] un menuet au son des instruments ; et d'autres sont occupés à faire la conversation. Ce tableau est très-agréable, les positions sont étudiées, et la couleur en est brillante."	Peinture	Inconnue
F-A2018	"WATTEAU, JEAN ANTOINE (French)"	"Ce tableau offre des arbres avec un rosier, Vénus est courbée pour cueillir des roses, et à côté d'elle est un petit amour. La fraîcheur d'un coloris fin et précieux, et un dessin agréable, augmentent le mérite de ce tableau. Hauteur 8 pouces 6 lignes, largeur 10 pouces. Il est de forme ovale."	Peinture	Inconnue
F-A2019	ANONYMOUS (Unknown)	"Quatre sujets divers, par Ostade, Luyken, &c. dont l'intérieur d'une chambre de paysan, où un homme dort près de la cheminée, &c. [Dessins en feuilles] (Sous ce no. : Sujet[s])"	Dessin	Inconnue
F-A2019	ANONYMOUS (Unknown)	"Neuf Etudes de composition & d'académies, par Bouchardon, le Moine, Jouvenet, &c. [Dessins en feuilles] (Sous ce no. : Etude[s] de composition ou d'académie[s])"	Dessin	Inconnue
F-A2019	ANONYMOUS (Unknown)	"Quatre sujets divers, par la Fage, le Brun, dont Mars couronné par la Victoire, à la plume & au bistre, &c. [Dessins en feuilles] (Sous ce no. : Sujet[s])"	Dessin	Inconnue
F-A2019	ANONYMOUS (Unknown)	"Sept petits sujets & animaux divers, par de Wit, Cuyp & autres. [Dessins en feuilles] (Sous ce no. : Petit[s] sujet[s] & animaux divers)"	Dessin	Inconnue
F-A2019	"BREENBERGH, BARTHOLOMEUS (Dutch)"	"Deux petites Ruines pittoresques, à l'encre de la Chine, par B. Breemberg. [Dessins encadrés]"	Dessin	Inconnue
F-A2019	"CARREE, MICHIEL (Dutch)"	"Trois Etudes d'animaux, par Synders, Carré, &c. à la plume & pierre noire. [Dessins en feuilles]"	Dessin	Inconnue
F-A2019	"DUBOIS, GUILLAM (Dutch)"	"Paysage à la gouache, par Dubois ; on y voit au milieu un pont de bois & plusieurs chaumières. [Dessins encadrés]"	Dessin	Inconnue
F-A2019	EISEN (Flemish or French)	"Deux autres [Vignettes], par Eïsen, à la mine de plomb, la Servante justifiée, &c. [Dessins encadrés]"	Dessin	Inconnue
F-A2019	GIULIO ROMANO GIULIO PIPPI (Italian)	"Le Triomphe de Titus, d'après J. Romain, à l'encre de la Chine, dessiné avec soin. [Dessins encadrés]"	Dessin	Inconnue
F-A2019	ITALIAN (Italian)	"Sept petits sujets divers par différens Maîtres italiens, Parmesan, Perin del Vaga, &c. [Dessins en feuilles] (Sous ce no. : Petit[s] sujet[s])"	Dessin	Inconnue
F-A2019	"JORDAENS, JACOB I (Flemish)"	"Deux sujets par J. Jordans, au bistre & colorés, représentant des Averes qui pèsent de l'or. [Dessins encadrés]"	Dessin	Inconnue
F-A2019	"MOLIJN, PIETER DE (Dutch)"	"Trois Paysages mêlés de ruines & figures, à la pierre noire, par Molyn, &c. [Dessins en feuilles] (Sous ce no. : Paysage[s] mêlé[s] de ruines & figures ; lot no.106[b] par Anonyme)"	Dessin	Inconnue
F-A2019	MOUCHERON (Dutch)	"Trois autres [Paysages], par Moucheron, représentant des vues pittoresques de la Hollande, à la plume, & lavés d'encre de la Chine. [Dessins en feuilles]"	Dessin	Inconnue
F-A2019	NEW (Unknown)	"Deux Paysages colorés, ornés de petites figures, par Czaull, Peintre allemand. [Dessins encadrés]"	Dessin	Inconnue
F-A2019	PERINO DEL VAGA PIETRO BUONACCORSI (Italian)	"Sept petits sujets divers par différens Maîtres italiens, Parmesan, Perin del Vaga, &c. [Dessins en feuilles] (Sous ce no. : Petit[s] sujet[s])"	Dessin	Inconnue
F-A2019	POLIDORO DA CARAVAGGIO POLIDORO CALDARA (Italian)	"Onze sujets divers, par Polydore, P. Farinati & autres Maîtres italiens. [Dessins en feuilles] (Sous ce no. : Un sujet)"	Dessin	Inconnue
F-A2019	RADEMAKER (Dutch)	"Deux autres [petites vues pittoresques], par le même [Rademaker], & colorés, ornés d'architecture réglée. [Dessins en feuilles]"	Dessin	Inconnue
F-A2019	"ULFT, JACOB VAN DER (Dutch)"	"Saint Paul décapité sur une grande place, avec beaucoup de figures, par Van der Hulft, à l'encre de la Chine. [Dessins encadrés]"	Dessin	Inconnue
F-A2019	"WATERLOO, ANTHONIE (Dutch)"	"L'entrée d'une forêt, paysage à la pierre noire, par Waterloo. [Dessins en feuilles]"	Dessin	Inconnue
F-A2019	"ZUCCARI, TADDEO (Italian)"	"L'Ascension de Notre Seigneur, belle composition par Th. Zuccaro, à la plume & lavée d'encre de la Chine. [Dessins encadrés]"	Dessin	Inconnue
F-A2020	"MACHY, PIERRE ANTOINE DE (French)"	"Deux belles gouaches faisant pendans, richement ornées de figures ; l'une représente une vue & perspective de la colonnade du Louvre ; & l'autre celle du portail de Saint-Sulpice, & d'une procession. Ces deux morceaux sont des plus capitaux de cet artiste."	Dessin	Inconnue
